data,distrito,concelho,confirmados,populacao,densidade_populacional
2021-01-06,FARO,ALCOUTIM,0,2159,3.75
2021-01-06,LISBOA,ALENQUER,12,44052,144.8
2021-01-06,BRAGANÇA,ALFÂNDEGA DA FÉ,2,4550,14.13
2021-01-06,VILA REAL,ALIJÓ,4,10625,35.7
2021-01-06,FARO,ALJEZUR,1,5594,17.29
2021-01-06,BEJA,ALJUSTREL,2,8247,17.99
2021-01-06,SETÚBAL,ALMADA,71,169039,2414.5
2021-01-06,GUARDA,ALMEIDA,1,5830,11.26
2021-01-06,SANTARÉM,ALMEIRIM,5,22546,101.5
2021-01-06,BEJA,ALMODÔVAR,3,6725,8.65
2021-01-06,SANTARÉM,ALPIARÇA,4,7059,74.02
2021-01-06,PORTALEGRE,ALTER DO CHÃO,2,3165,8.74
2021-01-06,LEIRIA,ALVAIÁZERE,4,6597,41.11
2021-01-06,BEJA,ALVITO,1,2477,9.35
2021-01-06,LISBOA,AMADORA,70,184106,7742.05
2021-01-06,PORTO,AMARANTE,27,53193,176.53
2021-01-06,BRAGA,AMARES,9,18129,221.22
2021-01-06,AVEIRO,ANADIA,21,27258,125.83
2021-01-06,AÇORES,ANGRA DO HEROÍSMO,2,33807,141.45
2021-01-06,LEIRIA,ANSIÃO,9,12039,68.37
2021-01-06,VIANA DO CASTELO,ARCOS DE VALDEVEZ,10,20926,46.75
2021-01-06,COIMBRA,ARGANIL,7,11014,33.09
2021-01-06,VISEU,ARMAMAR,5,5769,49.21
2021-01-06,AVEIRO,AROUCA,10,20720,62.96
2021-01-06,ÉVORA,ARRAIOLOS,4,6928,10.13
2021-01-06,PORTALEGRE,ARRONCHES,0,2820,8.96
2021-01-06,LISBOA,ARRUDA DOS VINHOS,9,15412,197.69
2021-01-06,AVEIRO,AVEIRO,27,78734,398.49
2021-01-06,PORTALEGRE,AVIS,2,4247,7.01
2021-01-06,LISBOA,AZAMBUJA,5,22716,86.48
2021-01-06,PORTO,BAIÃO,6,18748,107.42
2021-01-06,BRAGA,BARCELOS,90,116187,306.64
2021-01-06,BEJA,BARRANCOS,0,1634,9.7
2021-01-06,SETÚBAL,BARREIRO,29,75147,2065.05
2021-01-06,LEIRIA,BATALHA,7,15963,154.35
2021-01-06,BEJA,BEJA,18,33579,29.29
2021-01-06,CASTELO BRANCO,BELMONTE,2,6398,53.87
2021-01-06,SANTARÉM,BENAVENTE,13,30602,58.69
2021-01-06,LEIRIA,BOMBARRAL,3,12558,137.56
2021-01-06,ÉVORA,BORBA,6,6736,46.39
2021-01-06,VILA REAL,BOTICAS,4,4998,15.52
2021-01-06,BRAGA,BRAGA,98,182679,996.07
2021-01-06,BRAGANÇA,BRAGANÇA,16,33607,28.64
2021-01-06,BRAGA,CABECEIRAS DE BASTO,6,15628,64.63
2021-01-06,LISBOA,CADAVAL,3,13673,78.18
2021-01-06,LEIRIA,CALDAS DA RAINHA,20,51912,203.03
2021-01-06,MADEIRA,CALHETA,2,10867,97.46
2021-01-06,AÇORES,CALHETA (AÇORES),0,3184,25.22
2021-01-06,MADEIRA,CÂMARA DE LOBOS,10,33675,645.49
2021-01-06,VIANA DO CASTELO,CAMINHA,9,15877,116.3
2021-01-06,PORTALEGRE,CAMPO MAIOR,3,7874,31.85
2021-01-06,COIMBRA,CANTANHEDE,20,35011,89.57
2021-01-06,BRAGANÇA,CARRAZEDA DE ANSIÃES,0,5666,20.29
2021-01-06,VISEU,CARREGAL DO SAL,6,9271,79.31
2021-01-06,SANTARÉM,CARTAXO,6,23843,150.74
2021-01-06,LISBOA,CASCAIS,76,213608,2193.1
2021-01-06,LEIRIA,CASTANHEIRA DE PÊRA,0,2614,39.15
2021-01-06,CASTELO BRANCO,CASTELO BRANCO,21,51987,36.15
2021-01-06,AVEIRO,CASTELO DE PAIVA,4,15454,134.37
2021-01-06,PORTALEGRE,CASTELO DE VIDE,0,2919,11.02
2021-01-06,VISEU,CASTRO DAIRE,7,13823,36.47
2021-01-06,FARO,CASTRO MARIM,1,6237,20.73
2021-01-06,BEJA,CASTRO VERDE,1,6949,12.2
2021-01-06,GUARDA,CELORICO DA BEIRA,5,6928,28.02
2021-01-06,BRAGA,CELORICO DE BASTO,8,19040,105.15
2021-01-06,SANTARÉM,CHAMUSCA,2,9197,12.33
2021-01-06,VILA REAL,CHAVES,24,39343,66.54
2021-01-06,VISEU,CINFÃES,6,18244,76.24
2021-01-06,COIMBRA,COIMBRA,54,134166,420.06
2021-01-06,COIMBRA,CONDEIXA-A-NOVA,7,17733,127.88
2021-01-06,SANTARÉM,CONSTÂNCIA,1,4030,50.14
2021-01-06,SANTARÉM,CORUCHE,3,17471,15.66
2021-01-06,AÇORES,CORVO,0,464,27.12
2021-01-06,CASTELO BRANCO,COVILHÃ,15,46787,84.21
2021-01-06,PORTALEGRE,CRATO,3,3129,7.86
2021-01-06,BEJA,CUBA,4,4595,26.7
2021-01-06,PORTALEGRE,ELVAS,18,20528,32.52
2021-01-06,SANTARÉM,ENTRONCAMENTO,9,21558,1570.14
2021-01-06,AVEIRO,ESPINHO,9,29516,1401.52
2021-01-06,BRAGA,ESPOSENDE,31,34177,358.21
2021-01-06,AVEIRO,ESTARREJA,12,26006,240.42
2021-01-06,ÉVORA,ESTREMOZ,6,12728,24.77
2021-01-06,ÉVORA,ÉVORA,31,52428,40.11
2021-01-06,BRAGA,FAFE,21,48060,219.37
2021-01-06,FARO,FARO,21,61015,301.2
2021-01-06,PORTO,FELGUEIRAS,25,56422,487.49
2021-01-06,BEJA,FERREIRA DO ALENTEJO,1,7845,12.1
2021-01-06,SANTARÉM,FERREIRA DO ZÊZERE,6,7959,41.81
2021-01-06,COIMBRA,FIGUEIRA DA FOZ,11,58747,154.98
2021-01-06,GUARDA,FIGUEIRA DE CASTELO RODRIGO,2,5584,10.98
2021-01-06,LEIRIA,FIGUEIRÓ DOS VINHOS,6,5568,32.1
2021-01-06,GUARDA,FORNOS DE ALGODRES,8,4528,34.45
2021-01-06,BRAGANÇA,FREIXO DE ESPADA À CINTA,0,3298,13.51
2021-01-06,PORTALEGRE,FRONTEIRA,1,2974,11.96
2021-01-06,MADEIRA,FUNCHAL,13,104024,1365.86
2021-01-06,CASTELO BRANCO,FUNDÃO,14,26495,37.84
2021-01-06,PORTALEGRE,GAVIÃO,3,3263,11.08
2021-01-06,COIMBRA,GÓIS,1,3805,14.45
2021-01-06,SANTARÉM,GOLEGÃ,1,5339,63.32
2021-01-06,PORTO,GONDOMAR,82,165985,1258.22
2021-01-06,GUARDA,GOUVEIA,3,12387,41.21
2021-01-06,SETÚBAL,GRÂNDOLA,4,14639,17.72
2021-01-06,GUARDA,GUARDA,29,38969,54.72
2021-01-06,BRAGA,GUIMARÃES,94,152309,631.99
2021-01-06,AÇORES,HORTA,0,14521,83.91
2021-01-06,CASTELO BRANCO,IDANHA-A-NOVA,7,8043,5.68
2021-01-06,AVEIRO,ÍLHAVO,18,38699,526.66
2021-01-06,FARO,LAGOA (FARO),3,22762,257.93
2021-01-06,AÇORES,LAGOA,5,14721,322.9
2021-01-06,FARO,LAGOS,10,30374,142.61
2021-01-06,AÇORES,LAJES DAS FLORES,0,1463,20.89
2021-01-06,AÇORES,LAJES DO PICO,0,4490,28.91
2021-01-06,VISEU,LAMEGO,18,24895,150.5
2021-01-06,LEIRIA,LEIRIA,55,125267,221.68
2021-01-06,LISBOA,LISBOA,238,509515,5092.6
2021-01-06,FARO,LOULÉ,21,68697,89.96
2021-01-06,LISBOA,LOURES,103,213687,1277.73
2021-01-06,LISBOA,LOURINHÃ,6,25855,175.68
2021-01-06,COIMBRA,LOUSÃ,4,17158,123.97
2021-01-06,PORTO,LOUSADA,15,46755,486.63
2021-01-06,SANTARÉM,MAÇÃO,9,6267,15.67
2021-01-06,BRAGANÇA,MACEDO DE CAVALEIROS,16,14516,20.76
2021-01-06,MADEIRA,MACHICO,2,19981,292.76
2021-01-06,AÇORES,MADALENA,0,5895,40.07
2021-01-06,LISBOA,MAFRA,34,84816,290.81
2021-01-06,PORTO,MAIA,47,138971,1675.56
2021-01-06,VISEU,MANGUALDE,22,18510,84.42
2021-01-06,GUARDA,MANTEIGAS,1,3007,24.65
2021-01-06,PORTO,MARCO DE CANAVESES,23,51496,255.07
2021-01-06,LEIRIA,MARINHA GRANDE,15,38508,205.65
2021-01-06,PORTALEGRE,MARVÃO,2,3005,19.4
2021-01-06,PORTO,MATOSINHOS,69,175357,2809.31
2021-01-06,AVEIRO,MEALHADA,10,19914,179.96
2021-01-06,GUARDA,MÊDA,10,4587,16.04
2021-01-06,VIANA DO CASTELO,MELGAÇO,4,8093,33.97
2021-01-06,BEJA,MÉRTOLA,7,6142,4.75
2021-01-06,VILA REAL,MESÃO FRIO,1,3964,148.74
2021-01-06,COIMBRA,MIRA,4,11832,95.4
2021-01-06,COIMBRA,MIRANDA DO CORVO,8,12708,100.55
2021-01-06,BRAGANÇA,MIRANDA DO DOURO,12,6830,14.02
2021-01-06,BRAGANÇA,MIRANDELA,6,21754,33.01
2021-01-06,BRAGANÇA,MOGADOURO,6,8392,11.03
2021-01-06,VISEU,MOIMENTA DA BEIRA,9,9736,44.26
2021-01-06,SETÚBAL,MOITA,28,64407,1165.53
2021-01-06,VIANA DO CASTELO,MONÇÃO,4,17869,84.56
2021-01-06,FARO,MONCHIQUE,0,5077,12.84
2021-01-06,VILA REAL,MONDIM DE BASTO,3,6946,40.36
2021-01-06,PORTALEGRE,MONFORTE,1,2975,7.08
2021-01-06,VILA REAL,MONTALEGRE,11,8997,11.17
2021-01-06,ÉVORA,MONTEMOR-O-NOVO,9,15647,12.69
2021-01-06,COIMBRA,MONTEMOR-O-VELHO,7,25224,110.17
2021-01-06,SETÚBAL,MONTIJO,20,57614,165.26
2021-01-06,ÉVORA,MORA,7,4138,9.32
2021-01-06,VISEU,MORTÁGUA,4,8803,35.05
2021-01-06,BEJA,MOURA,3,13718,14.31
2021-01-06,ÉVORA,MOURÃO,6,2450,8.79
2021-01-06,VILA REAL,MURÇA,2,5463,28.85
2021-01-06,AVEIRO,MURTOSA,11,10279,140.63
2021-01-06,LEIRIA,NAZARÉ,3,14165,171.84
2021-01-06,VISEU,NELAS,7,12974,103.21
2021-01-06,PORTALEGRE,NISA,5,6061,10.53
2021-01-06,AÇORES,NORDESTE,0,4862,47.92
2021-01-06,LEIRIA,ÓBIDOS,6,11850,83.72
2021-01-06,BEJA,ODEMIRA,4,24717,14.37
2021-01-06,LISBOA,ODIVELAS,68,161774,6095.48
2021-01-06,LISBOA,OEIRAS,72,177408,3866.78
2021-01-06,CASTELO BRANCO,OLEIROS,1,5003,10.62
2021-01-06,FARO,OLHÃO,13,44405,339.33
2021-01-06,AVEIRO,OLIVEIRA DE AZEMÉIS,34,66011,409.75
2021-01-06,VISEU,OLIVEIRA DE FRADES,5,9936,68.36
2021-01-06,AVEIRO,OLIVEIRA DO BAIRRO,10,24277,278.02
2021-01-06,COIMBRA,OLIVEIRA DO HOSPITAL,15,19253,82.1
2021-01-06,SANTARÉM,OURÉM,22,44044,105.7
2021-01-06,BEJA,OURIQUE,2,4607,6.95
2021-01-06,AVEIRO,OVAR,33,54260,367.37
2021-01-06,PORTO,PAÇOS DE FERREIRA,16,56728,799.1
2021-01-06,SETÚBAL,PALMELA,29,64269,138.18
2021-01-06,COIMBRA,PAMPILHOSA DA SERRA,0,4037,10.18
2021-01-06,PORTO,PAREDES,29,86067,549.04
2021-01-06,VIANA DO CASTELO,PAREDES DE COURA,2,8535,61.76
2021-01-06,LEIRIA,PEDRÓGÃO GRANDE,2,3410,26.49
2021-01-06,COIMBRA,PENACOVA,5,13694,63.18
2021-01-06,PORTO,PENAFIEL,22,69772,328.74
2021-01-06,VISEU,PENALVA DO CASTELO,4,7115,52.96
2021-01-06,CASTELO BRANCO,PENAMACOR,5,4755,8.44
2021-01-06,VISEU,PENEDONO,1,2591,19.38
2021-01-06,COIMBRA,PENELA,2,5397,40.04
2021-01-06,LEIRIA,PENICHE,13,26501,341.73
2021-01-06,VILA REAL,PESO DA RÉGUA,14,15773,166.28
2021-01-06,GUARDA,PINHEL,12,8511,17.57
2021-01-06,LEIRIA,POMBAL,19,51461,82.21
2021-01-06,AÇORES,PONTA DELGADA,8,67935,291.58
2021-01-06,MADEIRA,PONTA DO SOL,1,8593,185.92
2021-01-06,VIANA DO CASTELO,PONTE DA BARCA,8,11180,61.39
2021-01-06,VIANA DO CASTELO,PONTE DE LIMA,11,41315,129.01
2021-01-06,PORTALEGRE,PONTE DE SOR,3,14994,17.86
2021-01-06,PORTALEGRE,PORTALEGRE,6,22172,49.59
2021-01-06,ÉVORA,PORTEL,4,5828,9.7
2021-01-06,FARO,PORTIMÃO,10,55483,304.75
2021-01-06,PORTO,PORTO,89,216606,5229.5
2021-01-06,LEIRIA,PORTO DE MÓS,13,23275,88.89
2021-01-06,MADEIRA,PORTO MONIZ,0,2342,28.24
2021-01-06,MADEIRA,PORTO SANTO,0,5202,120.95
2021-01-06,BRAGA,PÓVOA DE LANHOSO,15,21499,159.67
2021-01-06,PORTO,PÓVOA DE VARZIM,47,62784,763.7
2021-01-06,AÇORES,POVOAÇÃO,0,5927,55.7
2021-01-06,AÇORES,VILA DA PRAIA DA VITÓRIA,1,21317,132.18
2021-01-06,CASTELO BRANCO,PROENÇA-A-NOVA,0,7298,18.46
2021-01-06,ÉVORA,REDONDO,3,6353,17.19
2021-01-06,ÉVORA,REGUENGOS DE MONSARAZ,5,10015,21.58
2021-01-06,VISEU,RESENDE,1,10137,82.18
2021-01-06,MADEIRA,RIBEIRA BRAVA,4,12435,189.99
2021-01-06,VILA REAL,RIBEIRA DE PENA,4,6016,27.66
2021-01-06,AÇORES,RIBEIRA GRANDE,10,32811,182.13
2021-01-06,SANTARÉM,RIO MAIOR,13,20379,74.71
2021-01-06,VILA REAL,SABROSA,2,5918,37.71
2021-01-06,GUARDA,SABUGAL,3,10585,12.87
2021-01-06,SANTARÉM,SALVATERRA DE MAGOS,6,21295,87.3
2021-01-06,VISEU,SANTA COMBA DÃO,4,10452,93.36
2021-01-06,MADEIRA,SANTA CRUZ,6,45281,555.6
2021-01-06,AÇORES,SANTA CRUZ DA GRACIOSA,0,4208,69.37
2021-01-06,AÇORES,SANTA CRUZ DAS FLORES,0,2165,30.53
2021-01-06,AVEIRO,SANTA MARIA DA FEIRA,78,138636,642.19
2021-01-06,VILA REAL,SANTA MARTA DE PENAGUIÃO,3,6599,95.25
2021-01-06,MADEIRA,SANTANA,1,6711,70.29
2021-01-06,SANTARÉM,SANTARÉM,24,57421,103.92
2021-01-06,SETÚBAL,SANTIAGO DO CACÉM,4,28791,27.17
2021-01-06,PORTO,SANTO TIRSO,40,68055,498.35
2021-01-06,FARO,SÃO BRÁS DE ALPORTEL,3,10416,67.91
2021-01-06,AVEIRO,SÃO JOÃO DA MADEIRA,10,21958,2765.49
2021-01-06,VISEU,SÃO JOÃO DA PESQUEIRA,6,7125,26.77
2021-01-06,VISEU,SÃO PEDRO DO SUL,5,15403,44.14
2021-01-06,AÇORES,SÃO ROQUE DO PICO,0,3266,22.94
2021-01-06,MADEIRA,SÃO VICENTE,1,5143,65.23
2021-01-06,SANTARÉM,SARDOAL,0,3741,40.6
2021-01-06,VISEU,SÁTÃO,4,11580,57.34
2021-01-06,GUARDA,SEIA,6,22234,51.03
2021-01-06,SETÚBAL,SEIXAL,70,167752,1757.49
2021-01-06,VISEU,SERNANCELHE,1,5396,23.6
2021-01-06,BEJA,SERPA,3,14304,12.94
2021-01-06,CASTELO BRANCO,SERTÃ,8,14577,32.63
2021-01-06,SETÚBAL,SESIMBRA,19,51858,264.96
2021-01-06,SETÚBAL,SETÚBAL,64,115126,499.83
2021-01-06,AVEIRO,SEVER DO VOUGA,6,11331,87.24
2021-01-06,FARO,SILVES,11,36226,53.27
2021-01-06,SETÚBAL,SINES,2,13715,67.46
2021-01-06,LISBOA,SINTRA,132,391402,1226.08
2021-01-06,LISBOA,SOBRAL DE MONTE AGRAÇO,7,10651,204.43
2021-01-06,COIMBRA,SOURE,8,17120,64.59
2021-01-06,PORTALEGRE,SOUSEL,2,4412,15.8
2021-01-06,COIMBRA,TÁBUA,10,11368,56.9
2021-01-06,VISEU,TABUAÇO,6,6033,45.07
2021-01-06,VISEU,TAROUCA,4,7804,77.98
2021-01-06,FARO,TAVIRA,28,24530,40.41
2021-01-06,BRAGA,TERRAS DE BOURO,4,6361,22.93
2021-01-06,SANTARÉM,TOMAR,17,36748,104.64
2021-01-06,VISEU,TONDELA,10,26357,71.0
2021-01-06,BRAGANÇA,TORRE DE MONCORVO,1,7695,14.48
2021-01-06,SANTARÉM,TORRES NOVAS,24,34933,129.38
2021-01-06,LISBOA,TORRES VEDRAS,31,78530,192.88
2021-01-06,GUARDA,TRANCOSO,6,8875,24.55
2021-01-06,PORTO,TROFA,17,38418,533.44
2021-01-06,AVEIRO,VAGOS,7,22740,137.89
2021-01-06,AVEIRO,VALE DE CAMBRA,7,21327,144.76
2021-01-06,VIANA DO CASTELO,VALENÇA,4,13290,113.46
2021-01-06,PORTO,VALONGO,42,97444,1297.18
2021-01-06,VILA REAL,VALPAÇOS,5,14818,27.0
2021-01-06,AÇORES,VELAS,0,5093,43.39
2021-01-06,ÉVORA,VENDAS NOVAS,10,11255,50.61
2021-01-06,ÉVORA,VIANA DO ALENTEJO,5,5145,13.07
2021-01-06,VIANA DO CASTELO,VIANA DO CASTELO,30,84417,264.61
2021-01-06,BEJA,VIDIGUEIRA,5,5510,17.4
2021-01-06,BRAGA,VIEIRA DO MINHO,7,11842,54.71
2021-01-06,CASTELO BRANCO,VILA DE REI,1,3323,17.35
2021-01-06,FARO,VILA DO BISPO,1,5154,28.78
2021-01-06,PORTO,VILA DO CONDE,61,79899,536.13
2021-01-06,AÇORES,VILA DO PORTO,0,5616,57.96
2021-01-06,BRAGANÇA,VILA FLOR,3,6044,22.74
2021-01-06,LISBOA,VILA FRANCA DE XIRA,55,141957,446.14
2021-01-06,AÇORES,VILA FRANCA DO CAMPO,10,11051,141.73
2021-01-06,SANTARÉM,VILA NOVA DA BARQUINHA,3,7461,150.64
2021-01-06,VIANA DO CASTELO,VILA NOVA DE CERVEIRA,3,8910,82.14
2021-01-06,BRAGA,VILA NOVA DE FAMALICÃO,76,131676,653.19
2021-01-06,GUARDA,VILA NOVA DE FOZ CÔA,1,6503,16.33
2021-01-06,PORTO,VILA NOVA DE GAIA,112,300472,1783.64
2021-01-06,VISEU,VILA NOVA DE PAIVA,6,4687,26.7
2021-01-06,COIMBRA,VILA NOVA DE POIARES,9,6939,82.17
2021-01-06,VILA REAL,VILA POUCA DE AGUIAR,5,11961,27.37
2021-01-06,VILA REAL,VILA REAL,27,49962,131.9
2021-01-06,FARO,VILA REAL DE SANTO ANTÓNIO,7,18749,306.11
2021-01-06,CASTELO BRANCO,VILA VELHA DE RÓDÃO,1,3144,9.53
2021-01-06,BRAGA,VILA VERDE,33,46911,205.15
2021-01-06,ÉVORA,VILA VIÇOSA,2,7656,39.29
2021-01-06,BRAGANÇA,VIMIOSO,4,4023,8.35
2021-01-06,BRAGANÇA,VINHAIS,2,7746,11.15
2021-01-06,VISEU,VISEU,53,97249,191.77
2021-01-06,BRAGA,VIZELA,9,23897,967.49
2021-01-06,VISEU,VOUZELA,5,9619,49.66
2021-01-13,SANTARÉM,ABRANTES,16,35130,49.15
2021-01-13,AVEIRO,ÁGUEDA,40,46075,137.43
2021-01-13,GUARDA,AGUIAR DA BEIRA,14,4652,22.5
2021-01-13,ÉVORA,ALANDROAL,4,4992,9.2
2021-01-13,AVEIRO,ALBERGARIA-A-VELHA,14,24144,152.02
2021-01-13,FARO,ALBUFEIRA,33,41528,295.24
2021-01-13,SETÚBAL,ALCÁCER DO SAL,22,11659,7.77
2021-01-13,SANTARÉM,ALCANENA,9,12809,100.6
2021-01-13,LEIRIA,ALCOBAÇA,44,53555,131.22
2021-01-13,SETÚBAL,ALCOCHETE,17,19787,154.15
2021-01-13,FARO,ALCOUTIM,1,2159,3.75
2021-01-13,LISBOA,ALENQUER,22,44052,144.8
2021-01-13,BRAGANÇA,ALFÂNDEGA DA FÉ,2,4550,14.13
2021-01-13,VILA REAL,ALIJÓ,7,10625,35.7
2021-01-13,FARO,ALJEZUR,1,5594,17.29
2021-01-13,BEJA,ALJUSTREL,4,8247,17.99
2021-01-13,SETÚBAL,ALMADA,119,169039,2414.5
2021-01-13,GUARDA,ALMEIDA,3,5830,11.26
2021-01-13,SANTARÉM,ALMEIRIM,18,22546,101.5
2021-01-13,BEJA,ALMODÔVAR,7,6725,8.65
2021-01-13,SANTARÉM,ALPIARÇA,4,7059,74.02
2021-01-13,PORTALEGRE,ALTER DO CHÃO,9,3165,8.74
2021-01-13,LEIRIA,ALVAIÁZERE,5,6597,41.11
2021-01-13,BEJA,ALVITO,3,2477,9.35
2021-01-13,LISBOA,AMADORA,124,184106,7742.05
2021-01-13,PORTO,AMARANTE,38,53193,176.53
2021-01-13,BRAGA,AMARES,12,18129,221.22
2021-01-13,AVEIRO,ANADIA,27,27258,125.83
2021-01-13,AÇORES,ANGRA DO HEROÍSMO,2,33807,141.45
2021-01-13,LEIRIA,ANSIÃO,14,12039,68.37
2021-01-13,VIANA DO CASTELO,ARCOS DE VALDEVEZ,19,20926,46.75
2021-01-13,COIMBRA,ARGANIL,12,11014,33.09
2021-01-13,VISEU,ARMAMAR,4,5769,49.21
2021-01-13,AVEIRO,AROUCA,17,20720,62.96
2021-01-13,ÉVORA,ARRAIOLOS,9,6928,10.13
2021-01-13,PORTALEGRE,ARRONCHES,1,2820,8.96
2021-01-13,LISBOA,ARRUDA DOS VINHOS,12,15412,197.69
2021-01-13,AVEIRO,AVEIRO,44,78734,398.49
2021-01-13,PORTALEGRE,AVIS,2,4247,7.01
2021-01-13,LISBOA,AZAMBUJA,10,22716,86.48
2021-01-13,PORTO,BAIÃO,9,18748,107.42
2021-01-13,BRAGA,BARCELOS,109,116187,306.64
2021-01-13,BEJA,BARRANCOS,1,1634,9.7
2021-01-13,SETÚBAL,BARREIRO,49,75147,2065.05
2021-01-13,LEIRIA,BATALHA,9,15963,154.35
2021-01-13,BEJA,BEJA,36,33579,29.29
2021-01-13,CASTELO BRANCO,BELMONTE,5,6398,53.87
2021-01-13,SANTARÉM,BENAVENTE,25,30602,58.69
2021-01-13,LEIRIA,BOMBARRAL,4,12558,137.56
2021-01-13,ÉVORA,BORBA,16,6736,46.39
2021-01-13,VILA REAL,BOTICAS,8,4998,15.52
2021-01-13,BRAGA,BRAGA,136,182679,996.07
2021-01-13,BRAGANÇA,BRAGANÇA,29,33607,28.64
2021-01-13,BRAGA,CABECEIRAS DE BASTO,10,15628,64.63
2021-01-13,LISBOA,CADAVAL,5,13673,78.18
2021-01-13,LEIRIA,CALDAS DA RAINHA,29,51912,203.03
2021-01-13,MADEIRA,CALHETA,1,10867,97.46
2021-01-13,AÇORES,CALHETA (AÇORES),0,3184,25.22
2021-01-13,MADEIRA,CÂMARA DE LOBOS,14,33675,645.49
2021-01-13,VIANA DO CASTELO,CAMINHA,18,15877,116.3
2021-01-13,PORTALEGRE,CAMPO MAIOR,7,7874,31.85
2021-01-13,COIMBRA,CANTANHEDE,29,35011,89.57
2021-01-13,BRAGANÇA,CARRAZEDA DE ANSIÃES,1,5666,20.29
2021-01-13,VISEU,CARREGAL DO SAL,9,9271,79.31
2021-01-13,SANTARÉM,CARTAXO,8,23843,150.74
2021-01-13,LISBOA,CASCAIS,125,213608,2193.1
2021-01-13,LEIRIA,CASTANHEIRA DE PÊRA,0,2614,39.15
2021-01-13,CASTELO BRANCO,CASTELO BRANCO,35,51987,36.15
2021-01-13,AVEIRO,CASTELO DE PAIVA,7,15454,134.37
2021-01-13,PORTALEGRE,CASTELO DE VIDE,1,2919,11.02
2021-01-13,VISEU,CASTRO DAIRE,14,13823,36.47
2021-01-13,FARO,CASTRO MARIM,2,6237,20.73
2021-01-13,BEJA,CASTRO VERDE,3,6949,12.2
2021-01-13,GUARDA,CELORICO DA BEIRA,7,6928,28.02
2021-01-13,BRAGA,CELORICO DE BASTO,15,19040,105.15
2021-01-13,SANTARÉM,CHAMUSCA,4,9197,12.33
2021-01-13,VILA REAL,CHAVES,39,39343,66.54
2021-01-13,VISEU,CINFÃES,8,18244,76.24
2021-01-13,COIMBRA,COIMBRA,99,134166,420.06
2021-01-13,COIMBRA,CONDEIXA-A-NOVA,13,17733,127.88
2021-01-13,SANTARÉM,CONSTÂNCIA,2,4030,50.14
2021-01-13,SANTARÉM,CORUCHE,6,17471,15.66
2021-01-13,AÇORES,CORVO,0,464,27.12
2021-01-13,CASTELO BRANCO,COVILHÃ,21,46787,84.21
2021-01-13,PORTALEGRE,CRATO,3,3129,7.86
2021-01-13,BEJA,CUBA,19,4595,26.7
2021-01-13,PORTALEGRE,ELVAS,27,20528,32.52
2021-01-13,SANTARÉM,ENTRONCAMENTO,16,21558,1570.14
2021-01-13,AVEIRO,ESPINHO,13,29516,1401.52
2021-01-13,BRAGA,ESPOSENDE,43,34177,358.21
2021-01-13,AVEIRO,ESTARREJA,22,26006,240.42
2021-01-13,ÉVORA,ESTREMOZ,17,12728,24.77
2021-01-13,ÉVORA,ÉVORA,42,52428,40.11
2021-01-13,BRAGA,FAFE,32,48060,219.37
2021-01-13,FARO,FARO,38,61015,301.2
2021-01-13,PORTO,FELGUEIRAS,39,56422,487.49
2021-01-13,BEJA,FERREIRA DO ALENTEJO,5,7845,12.1
2021-01-13,SANTARÉM,FERREIRA DO ZÊZERE,14,7959,41.81
2021-01-13,COIMBRA,FIGUEIRA DA FOZ,27,58747,154.98
2021-01-13,GUARDA,FIGUEIRA DE CASTELO RODRIGO,17,5584,10.98
2021-01-13,LEIRIA,FIGUEIRÓ DOS VINHOS,9,5568,32.1
2021-01-13,GUARDA,FORNOS DE ALGODRES,13,4528,34.45
2021-01-13,BRAGANÇA,FREIXO DE ESPADA À CINTA,0,3298,13.51
2021-01-13,PORTALEGRE,FRONTEIRA,2,2974,11.96
2021-01-13,MADEIRA,FUNCHAL,15,104024,1365.86
2021-01-13,CASTELO BRANCO,FUNDÃO,25,26495,37.84
2021-01-13,PORTALEGRE,GAVIÃO,3,3263,11.08
2021-01-13,COIMBRA,GÓIS,6,3805,14.45
2021-01-13,SANTARÉM,GOLEGÃ,2,5339,63.32
2021-01-13,PORTO,GONDOMAR,108,165985,1258.22
2021-01-13,GUARDA,GOUVEIA,4,12387,41.21
2021-01-13,SETÚBAL,GRÂNDOLA,7,14639,17.72
2021-01-13,GUARDA,GUARDA,37,38969,54.72
2021-01-13,BRAGA,GUIMARÃES,129,152309,631.99
2021-01-13,AÇORES,HORTA,1,14521,83.91
2021-01-13,CASTELO BRANCO,IDANHA-A-NOVA,10,8043,5.68
2021-01-13,AVEIRO,ÍLHAVO,26,38699,526.66
2021-01-13,FARO,LAGOA (FARO),6,22762,257.93
2021-01-13,AÇORES,LAGOA,6,14721,322.9
2021-01-13,FARO,LAGOS,15,30374,142.61
2021-01-13,AÇORES,LAJES DAS FLORES,0,1463,20.89
2021-01-13,AÇORES,LAJES DO PICO,0,4490,28.91
2021-01-13,VISEU,LAMEGO,22,24895,150.5
2021-01-13,LEIRIA,LEIRIA,80,125267,221.68
2021-01-13,LISBOA,LISBOA,378,509515,5092.6
2021-01-13,FARO,LOULÉ,47,68697,89.96
2021-01-13,LISBOA,LOURES,162,213687,1277.73
2021-01-13,LISBOA,LOURINHÃ,10,25855,175.68
2021-01-13,COIMBRA,LOUSÃ,9,17158,123.97
2021-01-13,PORTO,LOUSADA,20,46755,486.63
2021-01-13,SANTARÉM,MAÇÃO,10,6267,15.67
