data,distrito,concelho,confirmados,populacao,densidade_populacional
2020-11-11,SANTARÉM,ABRANTES,10,35130,49.15
2020-11-11,AVEIRO,ÁGUEDA,15,46075,137.43
2020-11-11,GUARDA,AGUIAR DA BEIRA,1,4652,22.5
2020-11-11,ÉVORA,ALANDROAL,0,4992,9.2
2020-11-11,AVEIRO,ALBERGARIA-A-VELHA,8,24144,152.02
2020-11-11,FARO,ALBUFEIRA,8,41528,295.24
2020-11-11,SETÚBAL,ALCÁCER DO SAL,2,11659,7.77
2020-11-11,SANTARÉM,ALCANENA,3,12809,100.6
2020-11-11,LEIRIA,ALCOBAÇA,7,53555,131.22
2020-11-11,SETÚBAL,ALCOCHETE,3,19787,154.15
2020-11-11,FARO,ALCOUTIM,0,2159,3.75
2020-11-11,LISBOA,ALENQUER,13,44052,144.8
2020-11-11,BRAGANÇA,ALFÂNDEGA DA FÉ,2,4550,14.13
2020-11-11,VILA REAL,ALIJÓ,4,10625,35.7
2020-11-11,FARO,ALJEZUR,0,5594,17.29
2020-11-11,BEJA,ALJUSTREL,1,8247,17.99
2020-11-11,SETÚBAL,ALMADA,59,169039,2414.5
2020-11-11,GUARDA,ALMEIDA,1,5830,11.26
2020-11-11,SANTARÉM,ALMEIRIM,6,22546,101.5
2020-11-11,BEJA,ALMODÔVAR,0,6725,8.65
2020-11-11,SANTARÉM,ALPIARÇA,0,7059,74.02
2020-11-11,PORTALEGRE,ALTER DO CHÃO,0,3165,8.74
2020-11-11,LEIRIA,ALVAIÁZERE,1,6597,41.11
2020-11-11,BEJA,ALVITO,0,2477,9.35
2020-11-11,LISBOA,AMADORA,55,184106,7742.05
2020-11-11,PORTO,AMARANTE,39,53193,176.53
2020-11-11,BRAGA,AMARES,10,18129,221.22
2020-11-11,AVEIRO,ANADIA,5,27258,125.83
2020-11-11,AÇORES,ANGRA DO HEROÍSMO,1,33807,141.45
2020-11-11,LEIRIA,ANSIÃO,2,12039,68.37
2020-11-11,VIANA DO CASTELO,ARCOS DE VALDEVEZ,5,20926,46.75
2020-11-11,COIMBRA,ARGANIL,3,11014,33.09
2020-11-11,VISEU,ARMAMAR,1,5769,49.21
2020-11-11,AVEIRO,AROUCA,11,20720,62.96
2020-11-11,ÉVORA,ARRAIOLOS,1,6928,10.13
2020-11-11,PORTALEGRE,ARRONCHES,1,2820,8.96
2020-11-11,LISBOA,ARRUDA DOS VINHOS,4,15412,197.69
2020-11-11,AVEIRO,AVEIRO,26,78734,398.49
2020-11-11,PORTALEGRE,AVIS,0,4247,7.01
2020-11-11,LISBOA,AZAMBUJA,7,22716,86.48
2020-11-11,PORTO,BAIÃO,8,18748,107.42
2020-11-11,BRAGA,BARCELOS,66,116187,306.64
2020-11-11,BEJA,BARRANCOS,0,1634,9.7
2020-11-11,SETÚBAL,BARREIRO,16,75147,2065.05
2020-11-11,LEIRIA,BATALHA,2,15963,154.35
2020-11-11,BEJA,BEJA,8,33579,29.29
2020-11-11,CASTELO BRANCO,BELMONTE,8,6398,53.87
2020-11-11,SANTARÉM,BENAVENTE,8,30602,58.69
2020-11-11,LEIRIA,BOMBARRAL,1,12558,137.56
2020-11-11,ÉVORA,BORBA,1,6736,46.39
2020-11-11,VILA REAL,BOTICAS,1,4998,15.52
2020-11-11,BRAGA,BRAGA,108,182679,996.07
2020-11-11,BRAGANÇA,BRAGANÇA,12,33607,28.64
2020-11-11,BRAGA,CABECEIRAS DE BASTO,5,15628,64.63
2020-11-11,LISBOA,CADAVAL,2,13673,78.18
2020-11-11,LEIRIA,CALDAS DA RAINHA,8,51912,203.03
2020-11-11,MADEIRA,CALHETA,1,10867,97.46
2020-11-11,AÇORES,CALHETA (AÇORES),0,3184,25.22
2020-11-11,MADEIRA,CÂMARA DE LOBOS,1,33675,645.49
2020-11-11,VIANA DO CASTELO,CAMINHA,11,15877,116.3
2020-11-11,PORTALEGRE,CAMPO MAIOR,2,7874,31.85
2020-11-11,COIMBRA,CANTANHEDE,9,35011,89.57
2020-11-11,BRAGANÇA,CARRAZEDA DE ANSIÃES,1,5666,20.29
2020-11-11,VISEU,CARREGAL DO SAL,1,9271,79.31
2020-11-11,SANTARÉM,CARTAXO,6,23843,150.74
2020-11-11,LISBOA,CASCAIS,84,213608,2193.1
2020-11-11,LEIRIA,CASTANHEIRA DE PÊRA,0,2614,39.15
2020-11-11,CASTELO BRANCO,CASTELO BRANCO,13,51987,36.15
2020-11-11,AVEIRO,CASTELO DE PAIVA,9,15454,134.37
2020-11-11,PORTALEGRE,CASTELO DE VIDE,0,2919,11.02
2020-11-11,VISEU,CASTRO DAIRE,6,13823,36.47
2020-11-11,FARO,CASTRO MARIM,0,6237,20.73
2020-11-11,BEJA,CASTRO VERDE,0,6949,12.2
2020-11-11,GUARDA,CELORICO DA BEIRA,3,6928,28.02
2020-11-11,BRAGA,CELORICO DE BASTO,8,19040,105.15
2020-11-11,SANTARÉM,CHAMUSCA,2,9197,12.33
2020-11-11,VILA REAL,CHAVES,14,39343,66.54
2020-11-11,VISEU,CINFÃES,17,18244,76.24
2020-11-11,COIMBRA,COIMBRA,36,134166,420.06
2020-11-11,COIMBRA,CONDEIXA-A-NOVA,4,17733,127.88
2020-11-11,SANTARÉM,CONSTÂNCIA,1,4030,50.14
2020-11-11,SANTARÉM,CORUCHE,10,17471,15.66
2020-11-11,AÇORES,CORVO,0,464,27.12
2020-11-11,CASTELO BRANCO,COVILHÃ,14,46787,84.21
2020-11-11,PORTALEGRE,CRATO,1,3129,7.86
2020-11-11,BEJA,CUBA,1,4595,26.7
2020-11-11,PORTALEGRE,ELVAS,4,20528,32.52
2020-11-11,SANTARÉM,ENTRONCAMENTO,3,21558,1570.14
2020-11-11,AVEIRO,ESPINHO,19,29516,1401.52
2020-11-11,BRAGA,ESPOSENDE,15,34177,358.21
2020-11-11,AVEIRO,ESTARREJA,7,26006,240.42
2020-11-11,ÉVORA,ESTREMOZ,5,12728,24.77
2020-11-11,ÉVORA,ÉVORA,11,52428,40.11
2020-11-11,BRAGA,FAFE,61,48060,219.37
2020-11-11,FARO,FARO,15,61015,301.2
2020-11-11,PORTO,FELGUEIRAS,69,56422,487.49
2020-11-11,BEJA,FERREIRA DO ALENTEJO,2,7845,12.1
2020-11-11,SANTARÉM,FERREIRA DO ZÊZERE,1,7959,41.81
2020-11-11,COIMBRA,FIGUEIRA DA FOZ,21,58747,154.98
2020-11-11,GUARDA,FIGUEIRA DE CASTELO RODRIGO,4,5584,10.98
2020-11-11,LEIRIA,FIGUEIRÓ DOS VINHOS,0,5568,32.1
2020-11-11,GUARDA,FORNOS DE ALGODRES,1,4528,34.45
2020-11-11,BRAGANÇA,FREIXO DE ESPADA À CINTA,4,3298,13.51
2020-11-11,PORTALEGRE,FRONTEIRA,0,2974,11.96
2020-11-11,MADEIRA,FUNCHAL,6,104024,1365.86
2020-11-11,CASTELO BRANCO,FUNDÃO,13,26495,37.84
2020-11-11,PORTALEGRE,GAVIÃO,0,3263,11.08
2020-11-11,COIMBRA,GÓIS,0,3805,14.45
2020-11-11,SANTARÉM,GOLEGÃ,1,5339,63.32
2020-11-11,PORTO,GONDOMAR,109,165985,1258.22
2020-11-11,GUARDA,GOUVEIA,1,12387,41.21
2020-11-11,SETÚBAL,GRÂNDOLA,4,14639,17.72
2020-11-11,GUARDA,GUARDA,29,38969,54.72
2020-11-11,BRAGA,GUIMARÃES,205,152309,631.99
2020-11-11,AÇORES,HORTA,0,14521,83.91
2020-11-11,CASTELO BRANCO,IDANHA-A-NOVA,6,8043,5.68
2020-11-11,AVEIRO,ÍLHAVO,11,38699,526.66
2020-11-11,FARO,LAGOA (FARO),3,22762,257.93
2020-11-11,AÇORES,LAGOA,1,14721,322.9
2020-11-11,FARO,LAGOS,5,30374,142.61
2020-11-11,AÇORES,LAJES DAS FLORES,0,1463,20.89
2020-11-11,AÇORES,LAJES DO PICO,0,4490,28.91
2020-11-11,VISEU,LAMEGO,5,24895,150.5
2020-11-11,LEIRIA,LEIRIA,21,125267,221.68
2020-11-11,LISBOA,LISBOA,210,509515,5092.6
2020-11-11,FARO,LOULÉ,11,68697,89.96
2020-11-11,LISBOA,LOURES,78,213687,1277.73
2020-11-11,LISBOA,LOURINHÃ,4,25855,175.68
2020-11-11,COIMBRA,LOUSÃ,3,17158,123.97
2020-11-11,PORTO,LOUSADA,112,46755,486.63
2020-11-11,SANTARÉM,MAÇÃO,0,6267,15.67
2020-11-11,BRAGANÇA,MACEDO DE CAVALEIROS,5,14516,20.76
2020-11-11,MADEIRA,MACHICO,0,19981,292.76
2020-11-11,AÇORES,MADALENA,0,5895,40.07
2020-11-11,LISBOA,MAFRA,30,84816,290.81
2020-11-11,PORTO,MAIA,92,138971,1675.56
2020-11-11,VISEU,MANGUALDE,6,18510,84.42
2020-11-11,GUARDA,MANTEIGAS,6,3007,24.65
2020-11-11,PORTO,MARCO DE CANAVESES,51,51496,255.07
2020-11-11,LEIRIA,MARINHA GRANDE,6,38508,205.65
2020-11-11,PORTALEGRE,MARVÃO,0,3005,19.4
2020-11-11,PORTO,MATOSINHOS,147,175357,2809.31
2020-11-11,AVEIRO,MEALHADA,9,19914,179.96
2020-11-11,GUARDA,MÊDA,2,4587,16.04
2020-11-11,VIANA DO CASTELO,MELGAÇO,1,8093,33.97
2020-11-11,BEJA,MÉRTOLA,1,6142,4.75
2020-11-11,VILA REAL,MESÃO FRIO,0,3964,148.74
2020-11-11,COIMBRA,MIRA,4,11832,95.4
2020-11-11,COIMBRA,MIRANDA DO CORVO,3,12708,100.55
2020-11-11,BRAGANÇA,MIRANDA DO DOURO,2,6830,14.02
2020-11-11,BRAGANÇA,MIRANDELA,5,21754,33.01
2020-11-11,BRAGANÇA,MOGADOURO,5,8392,11.03
2020-11-11,VISEU,MOIMENTA DA BEIRA,2,9736,44.26
2020-11-11,SETÚBAL,MOITA,12,64407,1165.53
2020-11-11,VIANA DO CASTELO,MONÇÃO,3,17869,84.56
2020-11-11,FARO,MONCHIQUE,0,5077,12.84
2020-11-11,VILA REAL,MONDIM DE BASTO,1,6946,40.36
2020-11-11,PORTALEGRE,MONFORTE,1,2975,7.08
2020-11-11,VILA REAL,MONTALEGRE,2,8997,11.17
2020-11-11,ÉVORA,MONTEMOR-O-NOVO,3,15647,12.69
2020-11-11,COIMBRA,MONTEMOR-O-VELHO,6,25224,110.17
2020-11-11,SETÚBAL,MONTIJO,8,57614,165.26
2020-11-11,ÉVORA,MORA,1,4138,9.32
2020-11-11,VISEU,MORTÁGUA,1,8803,35.05
2020-11-11,BEJA,MOURA,0,13718,14.31
2020-11-11,ÉVORA,MOURÃO,0,2450,8.79
2020-11-11,VILA REAL,MURÇA,5,5463,28.85
2020-11-11,AVEIRO,MURTOSA,2,10279,140.63
2020-11-11,LEIRIA,NAZARÉ,2,14165,171.84
2020-11-11,VISEU,NELAS,5,12974,103.21
2020-11-11,PORTALEGRE,NISA,0,6061,10.53
2020-11-11,AÇORES,NORDESTE,0,4862,47.92
2020-11-11,LEIRIA,ÓBIDOS,1,11850,83.72
2020-11-11,BEJA,ODEMIRA,3,24717,14.37
2020-11-11,LISBOA,ODIVELAS,62,161774,6095.48
2020-11-11,LISBOA,OEIRAS,56,177408,3866.78
2020-11-11,CASTELO BRANCO,OLEIROS,0,5003,10.62
2020-11-11,FARO,OLHÃO,6,44405,339.33
2020-11-11,AVEIRO,OLIVEIRA DE AZEMÉIS,56,66011,409.75
2020-11-11,VISEU,OLIVEIRA DE FRADES,3,9936,68.36
2020-11-11,AVEIRO,OLIVEIRA DO BAIRRO,7,24277,278.02
2020-11-11,COIMBRA,OLIVEIRA DO HOSPITAL,2,19253,82.1
2020-11-11,SANTARÉM,OURÉM,15,44044,105.7
2020-11-11,BEJA,OURIQUE,0,4607,6.95
2020-11-11,AVEIRO,OVAR,34,54260,367.37
2020-11-11,PORTO,PAÇOS DE FERREIRA,150,56728,799.1
2020-11-11,SETÚBAL,PALMELA,18,64269,138.18
2020-11-11,COIMBRA,PAMPILHOSA DA SERRA,1,4037,10.18
2020-11-11,PORTO,PAREDES,131,86067,549.04
2020-11-11,VIANA DO CASTELO,PAREDES DE COURA,4,8535,61.76
2020-11-11,LEIRIA,PEDRÓGÃO GRANDE,0,3410,26.49
2020-11-11,COIMBRA,PENACOVA,4,13694,63.18
2020-11-11,PORTO,PENAFIEL,102,69772,328.74
2020-11-11,VISEU,PENALVA DO CASTELO,1,7115,52.96
2020-11-11,CASTELO BRANCO,PENAMACOR,1,4755,8.44
2020-11-11,VISEU,PENEDONO,0,2591,19.38
2020-11-11,COIMBRA,PENELA,2,5397,40.04
2020-11-11,LEIRIA,PENICHE,3,26501,341.73
2020-11-11,VILA REAL,PESO DA RÉGUA,6,15773,166.28
2020-11-11,GUARDA,PINHEL,1,8511,17.57
2020-11-11,LEIRIA,POMBAL,8,51461,82.21
2020-11-11,AÇORES,PONTA DELGADA,3,67935,291.58
2020-11-11,MADEIRA,PONTA DO SOL,0,8593,185.92
2020-11-11,VIANA DO CASTELO,PONTE DA BARCA,1,11180,61.39
2020-11-11,VIANA DO CASTELO,PONTE DE LIMA,16,41315,129.01
2020-11-11,PORTALEGRE,PONTE DE SOR,4,14994,17.86
2020-11-11,PORTALEGRE,PORTALEGRE,4,22172,49.59
2020-11-11,ÉVORA,PORTEL,0,5828,9.7
2020-11-11,FARO,PORTIMÃO,10,55483,304.75
2020-11-11,PORTO,PORTO,178,216606,5229.5
2020-11-11,LEIRIA,PORTO DE MÓS,4,23275,88.89
2020-11-11,MADEIRA,PORTO MONIZ,0,2342,28.24
2020-11-11,MADEIRA,PORTO SANTO,0,5202,120.95
2020-11-11,BRAGA,PÓVOA DE LANHOSO,10,21499,159.67
2020-11-11,PORTO,PÓVOA DE VARZIM,42,62784,763.7
2020-11-11,AÇORES,POVOAÇÃO,0,5927,55.7
2020-11-11,AÇORES,VILA DA PRAIA DA VITÓRIA,1,21317,132.18
2020-11-11,CASTELO BRANCO,PROENÇA-A-NOVA,4,7298,18.46
2020-11-11,ÉVORA,REDONDO,4,6353,17.19
2020-11-11,ÉVORA,REGUENGOS DE MONSARAZ,2,10015,21.58
2020-11-11,VISEU,RESENDE,3,10137,82.18
2020-11-11,MADEIRA,RIBEIRA BRAVA,0,12435,189.99
2020-11-11,VILA REAL,RIBEIRA DE PENA,1,6016,27.66
2020-11-11,AÇORES,RIBEIRA GRANDE,2,32811,182.13
2020-11-11,SANTARÉM,RIO MAIOR,3,20379,74.71
2020-11-11,VILA REAL,SABROSA,2,5918,37.71
2020-11-11,GUARDA,SABUGAL,2,10585,12.87
2020-11-11,SANTARÉM,SALVATERRA DE MAGOS,7,21295,87.3
2020-11-11,VISEU,SANTA COMBA DÃO,2,10452,93.36
2020-11-11,MADEIRA,SANTA CRUZ,6,45281,555.6
2020-11-11,AÇORES,SANTA CRUZ DA GRACIOSA,0,4208,69.37
2020-11-11,AÇORES,SANTA CRUZ DAS FLORES,0,2165,30.53
2020-11-11,AVEIRO,SANTA MARIA DA FEIRA,91,138636,642.19
2020-11-11,VILA REAL,SANTA MARTA DE PENAGUIÃO,3,6599,95.25
2020-11-11,MADEIRA,SANTANA,0,6711,70.29
2020-11-11,SANTARÉM,SANTARÉM,22,57421,103.92
2020-11-11,SETÚBAL,SANTIAGO DO CACÉM,2,28791,27.17
2020-11-11,PORTO,SANTO TIRSO,87,68055,498.35
2020-11-11,FARO,SÃO BRÁS DE ALPORTEL,2,10416,67.91
2020-11-11,AVEIRO,SÃO JOÃO DA MADEIRA,16,21958,2765.49
2020-11-11,VISEU,SÃO JOÃO DA PESQUEIRA,1,7125,26.77
2020-11-11,VISEU,SÃO PEDRO DO SUL,4,15403,44.14
2020-11-11,AÇORES,SÃO ROQUE DO PICO,0,3266,22.94
2020-11-11,MADEIRA,SÃO VICENTE,0,5143,65.23
2020-11-11,SANTARÉM,SARDOAL,1,3741,40.6
2020-11-11,VISEU,SÁTÃO,2,11580,57.34
2020-11-11,GUARDA,SEIA,11,22234,51.03
2020-11-11,SETÚBAL,SEIXAL,52,167752,1757.49
2020-11-11,VISEU,SERNANCELHE,0,5396,23.6
2020-11-11,BEJA,SERPA,0,14304,12.94
2020-11-11,CASTELO BRANCO,SERTÃ,2,14577,32.63
2020-11-11,SETÚBAL,SESIMBRA,14,51858,264.96
2020-11-11,SETÚBAL,SETÚBAL,49,115126,499.83
2020-11-11,AVEIRO,SEVER DO VOUGA,10,11331,87.24
2020-11-11,FARO,SILVES,4,36226,53.27
2020-11-11,SETÚBAL,SINES,6,13715,67.46
2020-11-11,LISBOA,SINTRA,128,391402,1226.08
2020-11-11,LISBOA,SOBRAL DE MONTE AGRAÇO,3,10651,204.43
2020-11-11,COIMBRA,SOURE,2,17120,64.59
2020-11-11,PORTALEGRE,SOUSEL,1,4412,15.8
2020-11-11,COIMBRA,TÁBUA,2,11368,56.9
2020-11-11,VISEU,TABUAÇO,1,6033,45.07
2020-11-11,VISEU,TAROUCA,1,7804,77.98
2020-11-11,FARO,TAVIRA,4,24530,40.41
2020-11-11,BRAGA,TERRAS DE BOURO,1,6361,22.93
2020-11-11,SANTARÉM,TOMAR,6,36748,104.64
2020-11-11,VISEU,TONDELA,4,26357,71.0
2020-11-11,BRAGANÇA,TORRE DE MONCORVO,3,7695,14.48
2020-11-11,SANTARÉM,TORRES NOVAS,5,34933,129.38
2020-11-11,LISBOA,TORRES VEDRAS,13,78530,192.88
2020-11-11,GUARDA,TRANCOSO,8,8875,24.55
2020-11-11,PORTO,TROFA,33,38418,533.44
2020-11-11,AVEIRO,VAGOS,5,22740,137.89
2020-11-11,AVEIRO,VALE DE CAMBRA,10,21327,144.76
2020-11-11,VIANA DO CASTELO,VALENÇA,7,13290,113.46
2020-11-11,PORTO,VALONGO,71,97444,1297.18
2020-11-11,VILA REAL,VALPAÇOS,2,14818,27.0
2020-11-11,AÇORES,VELAS,0,5093,43.39
2020-11-11,ÉVORA,VENDAS NOVAS,1,11255,50.61
2020-11-11,ÉVORA,VIANA DO ALENTEJO,1,5145,13.07
2020-11-11,VIANA DO CASTELO,VIANA DO CASTELO,19,84417,264.61
2020-11-11,BEJA,VIDIGUEIRA,0,5510,17.4
2020-11-11,BRAGA,VIEIRA DO MINHO,6,11842,54.71
2020-11-11,CASTELO BRANCO,VILA DE REI,0,3323,17.35
2020-11-11,FARO,VILA DO BISPO,2,5154,28.78
2020-11-11,PORTO,VILA DO CONDE,49,79899,536.13
2020-11-11,AÇORES,VILA DO PORTO,0,5616,57.96
2020-11-11,BRAGANÇA,VILA FLOR,1,6044,22.74
2020-11-11,LISBOA,VILA FRANCA DE XIRA,53,141957,446.14
2020-11-11,AÇORES,VILA FRANCA DO CAMPO,0,11051,141.73
2020-11-11,SANTARÉM,VILA NOVA DA BARQUINHA,1,7461,150.64
2020-11-11,VIANA DO CASTELO,VILA NOVA DE CERVEIRA,4,8910,82.14
2020-11-11,BRAGA,VILA NOVA DE FAMALICÃO,127,131676,653.19
2020-11-11,GUARDA,VILA NOVA DE FOZ CÔA,2,6503,16.33
2020-11-11,PORTO,VILA NOVA DE GAIA,188,300472,1783.64
2020-11-11,VISEU,VILA NOVA DE PAIVA,1,4687,26.7
2020-11-11,COIMBRA,VILA NOVA DE POIARES,1,6939,82.17
2020-11-11,VILA REAL,VILA POUCA DE AGUIAR,5,11961,27.37
2020-11-11,VILA REAL,VILA REAL,21,49962,131.9
2020-11-11,FARO,VILA REAL DE SANTO ANTÓNIO,4,18749,306.11
2020-11-11,CASTELO BRANCO,VILA VELHA DE RÓDÃO,1,3144,9.53
2020-11-11,BRAGA,VILA VERDE,16,46911,205.15
2020-11-11,ÉVORA,VILA VIÇOSA,5,7656,39.29
2020-11-11,BRAGANÇA,VIMIOSO,1,4023,8.35
2020-11-11,BRAGANÇA,VINHAIS,1,7746,11.15
2020-11-11,VISEU,VISEU,22,97249,191.77
2020-11-11,BRAGA,VIZELA,45,23897,967.49
2020-11-11,VISEU,VOUZELA,1,9619,49.66
2020-11-20,SANTARÉM,ABRANTES,15,35130,49.15
2020-11-20,AVEIRO,ÁGUEDA,20,46075,137.43
2020-11-20,GUARDA,AGUIAR DA BEIRA,1,4652,22.5
2020-11-20,ÉVORA,ALANDROAL,1,4992,9.2
2020-11-20,AVEIRO,ALBERGARIA-A-VELHA,10,24144,152.02
2020-11-20,FARO,ALBUFEIRA,9,41528,295.24
2020-11-20,SETÚBAL,ALCÁCER DO SAL,2,11659,7.77
2020-11-20,SANTARÉM,ALCANENA,9,12809,100.6
2020-11-20,LEIRIA,ALCOBAÇA,13,53555,131.22
2020-11-20,SETÚBAL,ALCOCHETE,4,19787,154.15
2020-11-20,FARO,ALCOUTIM,0,2159,3.75
2020-11-20,LISBOA,ALENQUER,12,44052,144.8
2020-11-20,BRAGANÇA,ALFÂNDEGA DA FÉ,3,4550,14.13
2020-11-20,VILA REAL,ALIJÓ,4,10625,35.7
2020-11-20,FARO,ALJEZUR,0,5594,17.29
2020-11-20,BEJA,ALJUSTREL,1,8247,17.99
2020-11-20,SETÚBAL,ALMADA,80,169039,2414.5
2020-11-20,GUARDA,ALMEIDA,1,5830,11.26
2020-11-20,SANTARÉM,ALMEIRIM,6,22546,101.5
2020-11-20,BEJA,ALMODÔVAR,0,6725,8.65
2020-11-20,SANTARÉM,ALPIARÇA,1,7059,74.02
2020-11-20,PORTALEGRE,ALTER DO CHÃO,0,3165,8.74
2020-11-20,LEIRIA,ALVAIÁZERE,0,6597,41.11
2020-11-20,BEJA,ALVITO,0,2477,9.35
2020-11-20,LISBOA,AMADORA,68,184106,7742.05
2020-11-20,PORTO,AMARANTE,43,53193,176.53
2020-11-20,BRAGA,AMARES,16,18129,221.22
2020-11-20,AVEIRO,ANADIA,9,27258,125.83
2020-11-20,AÇORES,ANGRA DO HEROÍSMO,2,33807,141.45
2020-11-20,LEIRIA,ANSIÃO,2,12039,68.37
2020-11-20,VIANA DO CASTELO,ARCOS DE VALDEVEZ,9,20926,46.75
2020-11-20,COIMBRA,ARGANIL,7,11014,33.09
2020-11-20,VISEU,ARMAMAR,3,5769,49.21
2020-11-20,AVEIRO,AROUCA,15,20720,62.96
2020-11-20,ÉVORA,ARRAIOLOS,0,6928,10.13
2020-11-20,PORTALEGRE,ARRONCHES,1,2820,8.96
2020-11-20,LISBOA,ARRUDA DOS VINHOS,4,15412,197.69
2020-11-20,AVEIRO,AVEIRO,29,78734,398.49
2020-11-20,PORTALEGRE,AVIS,1,4247,7.01
2020-11-20,LISBOA,AZAMBUJA,9,22716,86.48
2020-11-20,PORTO,BAIÃO,9,18748,107.42
2020-11-20,BRAGA,BARCELOS,111,116187,306.64
2020-11-20,BEJA,BARRANCOS,0,1634,9.7
2020-11-20,SETÚBAL,BARREIRO,19,75147,2065.05
2020-11-20,LEIRIA,BATALHA,3,15963,154.35
2020-11-20,BEJA,BEJA,4,33579,29.29
2020-11-20,CASTELO BRANCO,BELMONTE,8,6398,53.87
2020-11-20,SANTARÉM,BENAVENTE,6,30602,58.69
2020-11-20,LEIRIA,BOMBARRAL,2,12558,137.56
2020-11-20,ÉVORA,BORBA,1,6736,46.39
2020-11-20,VILA REAL,BOTICAS,2,4998,15.52
2020-11-20,BRAGA,BRAGA,159,182679,996.07
2020-11-20,BRAGANÇA,BRAGANÇA,14,33607,28.64
2020-11-20,BRAGA,CABECEIRAS DE BASTO,9,15628,64.63
2020-11-20,LISBOA,CADAVAL,4,13673,78.18
2020-11-20,LEIRIA,CALDAS DA RAINHA,8,51912,203.03
2020-11-20,MADEIRA,CALHETA,0,10867,97.46
2020-11-20,AÇORES,CALHETA (AÇORES),0,3184,25.22
2020-11-20,MADEIRA,CÂMARA DE LOBOS,2,33675,645.49
2020-11-20,VIANA DO CASTELO,CAMINHA,12,15877,116.3
2020-11-20,PORTALEGRE,CAMPO MAIOR,2,7874,31.85
2020-11-20,COIMBRA,CANTANHEDE,13,35011,89.57
2020-11-20,BRAGANÇA,CARRAZEDA DE ANSIÃES,1,5666,20.29
2020-11-20,VISEU,CARREGAL DO SAL,1,9271,79.31
2020-11-20,SANTARÉM,CARTAXO,10,23843,150.74
2020-11-20,LISBOA,CASCAIS,93,213608,2193.1
2020-11-20,LEIRIA,CASTANHEIRA DE PÊRA,0,2614,39.15
2020-11-20,CASTELO BRANCO,CASTELO BRANCO,14,51987,36.15
2020-11-20,AVEIRO,CASTELO DE PAIVA,14,15454,134.37
2020-11-20,PORTALEGRE,CASTELO DE VIDE,0,2919,11.02
2020-11-20,VISEU,CASTRO DAIRE,4,13823,36.47
2020-11-20,FARO,CASTRO MARIM,0,6237,20.73
2020-11-20,BEJA,CASTRO VERDE,1,6949,12.2
2020-11-20,GUARDA,CELORICO DA BEIRA,9,6928,28.02
2020-11-20,BRAGA,CELORICO DE BASTO,13,19040,105.15
2020-11-20,SANTARÉM,CHAMUSCA,3,9197,12.33
2020-11-20,VILA REAL,CHAVES,24,39343,66.54
2020-11-20,VISEU,CINFÃES,17,18244,76.24
2020-11-20,COIMBRA,COIMBRA,44,134166,420.06
2020-11-20,COIMBRA,CONDEIXA-A-NOVA,5,17733,127.88
2020-11-20,SANTARÉM,CONSTÂNCIA,2,4030,50.14
2020-11-20,SANTARÉM,CORUCHE,7,17471,15.66
2020-11-20,AÇORES,CORVO,0,464,27.12
2020-11-20,CASTELO BRANCO,COVILHÃ,23,46787,84.21
2020-11-20,PORTALEGRE,CRATO,3,3129,7.86
2020-11-20,BEJA,CUBA,1,4595,26.7
2020-11-20,PORTALEGRE,ELVAS,5,20528,32.52
2020-11-20,SANTARÉM,ENTRONCAMENTO,5,21558,1570.14
2020-11-20,AVEIRO,ESPINHO,26,29516,1401.52
2020-11-20,BRAGA,ESPOSENDE,20,34177,358.21
2020-11-20,AVEIRO,ESTARREJA,12,26006,240.42
2020-11-20,ÉVORA,ESTREMOZ,2,12728,24.77
2020-11-20,ÉVORA,ÉVORA,15,52428,40.11
2020-11-20,BRAGA,FAFE,71,48060,219.37
2020-11-20,FARO,FARO,13,61015,301.2
2020-11-20,PORTO,FELGUEIRAS,90,56422,487.49
2020-11-20,BEJA,FERREIRA DO ALENTEJO,1,7845,12.1
2020-11-20,SANTARÉM,FERREIRA DO ZÊZERE,1,7959,41.81
2020-11-20,COIMBRA,FIGUEIRA DA FOZ,27,58747,154.98
2020-11-20,GUARDA,FIGUEIRA DE CASTELO RODRIGO,6,5584,10.98
2020-11-20,LEIRIA,FIGUEIRÓ DOS VINHOS,1,5568,32.1
2020-11-20,GUARDA,FORNOS DE ALGODRES,1,4528,34.45
2020-11-20,BRAGANÇA,FREIXO DE ESPADA À CINTA,6,3298,13.51
2020-11-20,PORTALEGRE,FRONTEIRA,0,2974,11.96
2020-11-20,MADEIRA,FUNCHAL,6,104024,1365.86
2020-11-20,CASTELO BRANCO,FUNDÃO,13,26495,37.84
2020-11-20,PORTALEGRE,GAVIÃO,1,3263,11.08
2020-11-20,COIMBRA,GÓIS,0,3805,14.45
2020-11-20,SANTARÉM,GOLEGÃ,1,5339,63.32
2020-11-20,PORTO,GONDOMAR,143,165985,1258.22
2020-11-20,GUARDA,GOUVEIA,2,12387,41.21
2020-11-20,SETÚBAL,GRÂNDOLA,4,14639,17.72
2020-11-20,GUARDA,GUARDA,21,38969,54.72
2020-11-20,BRAGA,GUIMARÃES,255,152309,631.99
2020-11-20,AÇORES,HORTA,0,14521,83.91
2020-11-20,CASTELO BRANCO,IDANHA-A-NOVA,2,8043,5.68
2020-11-20,AVEIRO,ÍLHAVO,16,38699,526.66
2020-11-20,FARO,LAGOA (FARO),5,22762,257.93
2020-11-20,AÇORES,LAGOA,2,14721,322.9
2020-11-20,FARO,LAGOS,6,30374,142.61
